Country,Country_pt,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
South Africa,África do Sul,Africa,2000,47.7,71.5,434.1365,7.7,73,62,26.1,71,73,12.36,4930,44.97,16.3,19.1,8.8,0,1,56,2495,4188,913,3159,25,2342,26040,1679,169847,345,28877,78567,34409,24085,720,9477,98,22908,580,46044,46,18102,8703,838,2990,24428,21292,7112,13914,2647,167
South Africa,África do Sul,Africa,2001,47.8,73.1,460.7075,7.56,72,54,26.2,71,71,12.31,4996,45.57,15.4,18.1,7.5,0,1,55.1,2655,4242,929,2988,296,2253,25986,1870,202764,328,29503,77993,35259,24733,667,9417,19,22370,573,45486,16,18305,8749,811,2835,24000,21103,7039,13970,2634,160
South Africa,África do Sul,Africa,2002,47.9,74.3,487.278,7.47,72,46,26.3,70,70,12.12,5116,46.15,14.5,17.1,8.5,0,1,54.3,2864,4295,952,2899,163,2251,26334,2311,234098,325,32012,79108,37044,25486,644,9824,41,22252,587,45752,19,18911,9023,820,2758,24799,21247,7064,14260,2659,158
South Africa,África do Sul,Africa,2003,48.4,75.7,494.388,7.32,71,52,26.4,70,69,11.87,5203,46.72,13.5,16.1,8.8,0,1,53.7,3106,4349,971,2838,126,2261,26617,2730,262718,322,34851,80341,38924,26109,626,10249,4,22148,605,46271,23,19609,9371,829,2712,25733,21424,7151,14667,2717,160
South Africa,África do Sul,Africa,2004,49.4,77.7,501.4985,7.2,76,51,26.5,73,74,11.64,5374,47.29,12.6,15,8.8,0,1,53.4,3296,4416,970,2768,122,2214,26248,2985,286607,306,36487,79504,39724,26645,599,10255,3,22102,605,46117,31,19937,9488,808,2662,25712,21042,7128,14795,2699,157
South Africa,África do Sul,Africa,2005,49.4,78.8,508.6085,7.17,79,48,26.6,75,79,11.43,5588,47.88,11.6,13.9,8.9,0,1,53.4,3390,4530,992,2695,67,2138,25736,3158,301614,288,37488,79845,40155,27102,578,10066,2,22045,599,46256,10,20744,9660,767,2602,25240,20893,7095,14881,2652,156
South Africa,África do Sul,Africa,2006,48.7,79.2,515.718,7.3,83,53,26.6,79,82,11.13,5827,48.49,1.6,12.8,9,0,1,53.8,3505,4675,1040,2658,101,2090,24926,3304,305491,277,38430,82356,40784,27010,577,10006,12,21844,597,47576,6,22122,10084,737,2574,25217,21099,7188,15171,2638,158
South Africa,África do Sul,Africa,2007,46.6,75.3,522.8285,7.5,83,49,26.7,79,82,10.86,6060,49.12,9.7,11.7,9.1,0,1,54.5,3429,4797,1061,2562,43,1957,23833,3090,298253,254,36482,82123,39662,26685,553,9485,0,21289,590,47493,8,22678,10138,677,2486,24069,20414,6949,14817,2553,153
South Africa,África do Sul,Africa,2008,43,68.9,498.352,7.46,76,54,26.8,77,79,10.58,6171,49.78,8.9,1.7,9.7,0,1,55.4,3362,4938,1090,2508,48,1834,22954,2952,282664,240,34818,82692,38803,26289,547,9200,17,20665,546,48317,25,23557,10364,636,2437,23409,19997,6845,14691,2469,150
South Africa,África do Sul,Africa,2009,38.4,60.3,473.875,7.25,74,63,26.9,75,76,10.13,5992,50.48,8.1,9.8,10.1,0,1,56.5,3206,5079,1124,2424,36,1737,22133,2689,260926,222,32993,83753,37396,24963,548,8775,35,19806,526,49252,26,24581,10679,597,2356,22400,19797,6728,14597,2349,148
South Africa,África do Sul,Africa,2010,34.4,52,449.3985,7.07,71,55,26.9,72,72,9.52,6085,51.22,7.3,8.9,10,0,1,57.7,3011,5208,1160,2385,45,1697,21536,2262,240024,199,31030,84559,35478,23598,552,8231,20,19101,503,50156,24,25559,10984,566,2319,21011,19667,6505,14325,2311,145
South Africa,África do Sul,Africa,2011,32.1,45.6,424.9215,7.17,76,54,27,71,69,9.01,6183,52,6.6,8,9.9,0,1,58.9,2795,5342,1178,2404,51,1639,20303,1760,217917,175,28083,83678,33348,22904,544,7539,66,18146,468,50303,21,25947,11065,540,2339,19198,18968,6124,13691,2176,138
South Africa,África do Sul,Africa,2012,31,41.5,400.445,7.22,68,53,27.1,69,65,8.52,6232,52.83,6,7.3,9.8,0,1,60.1,2708,5468,1193,2432,28,1573,19910,1555,193635,162,25961,82839,32158,22322,549,7369,16,17355,449,50791,167,26266,11258,531,2369,18501,18422,5919,13369,2105,135
South Africa,África do Sul,Africa,2013,30.1,39.3,384.094,7.21,73,50,27.1,79,73,7.97,6285,53.69,5.4,6.5,9.9,0,1,61.1,2595,5615,1219,2410,62,1470,19649,1404,175969,151,24337,83018,31292,21692,565,7342,5,16656,438,51714,63,26928,11575,520,2348,18016,18208,5801,13224,2077,134
South Africa,África do Sul,Africa,2014,29.4,37.6,367.7435,7.21,85,55,27.2,85,77,7.47,6274,54.54,4.9,5.9,10,0,1,62,2550,5794,1276,2420,58,1490,19618,1313,167813,145,23526,85532,31276,21456,592,7483,34,16047,435,53650,101,28381,12151,524,2356,18142,18540,5831,13375,2106,136
South Africa,África do Sul,Africa,2015,28.6,36.3,351.3925,7.2,75,59,27.2,85,75,6.91,6260,55.39,4.4,5.3,10.1,0,1,62.6,2438,5985,1333,2404,4,1506,19188,1119,166978,137,22675,87734,30995,20461,605,7459,0,15147,427,55105,137,29662,12580,521,2337,17945,18760,5793,13384,2121,132
Spain,Espanha,European Union,2000,4.4,5.4,83.203,11.61,77,92,26.1,95,95,0.11,23938,40.57,0.6,0.5,8.4,1,0,79,270,19317,3697,312,0,612,471,19,1840,882,698,127295,10451,834,412,3722,10,414,66,95045,50,9936,9374,138,174,6866,28949,9663,20720,272,17
Spain,Espanha,European Union,2001,4.3,5.3,81.959,12.01,83,92,26.1,95,96,0.1,24708,40.85,0.6,0.5,8.5,1,0,79.4,262,20064,3838,314,0,604,492,22,1762,860,669,126577,10422,827,433,3725,6,452,67,95712,53,10001,9611,134,178,6645,28926,9572,20877,272,18
Spain,Espanha,European Union,2002,4.2,5.1,80.4485,10.41,82,92,26.2,98,98,0.09,25026,41.43,0.6,0.5,8.5,1,0,79.6,264,20801,4053,324,0,592,506,20,1749,840,654,127784,10847,873,440,3786,33,506,68,97068,15,10206,9967,127,186,6436,29823,9578,21315,272,18
Spain,Espanha,European Union,2003,4.1,5,80.6985,11.04,81,92,26.2,99,98,0.09,25311,42.19,0.6,0.5,8.6,1,0,79.6,265,21542,4291,333,0,605,529,25,1732,824,636,129813,11219,904,453,3857,7,564,239,99149,20,10497,10384,128,192,6232,30647,9680,21892,316,18
Spain,Espanha,European Union,2004,3.9,4.9,77.449,11.32,97,91,26.2,97,97,0.09,25655,42.92,0.6,0.5,8.6,1,0,79.9,261,22041,4422,330,0,591,593,25,1656,807,606,127483,11181,910,461,3832,9,597,156,100015,384,10433,10518,125,189,5762,30444,9515,21841,312,17
Spain,Espanha,European Union,2005,3.8,4.7,75.851,11.92,96,92,26.2,96,96,0.09,26146,43.65,0.6,0.5,8.9,1,0,80.2,257,22619,4596,336,0,574,477,25,1534,798,592,126779,11516,908,456,3834,26,636,109,101587,18,10482,10829,127,188,5379,30879,9453,21954,312,17
Spain,Espanha,European Union,2006,3.7,4.5,73.3,11.86,97,94,26.2,98,98,0.09,26763,44.4,0.6,0.5,9,1,0,80.8,249,23256,4691,332,0,563,466,21,1409,776,561,123921,11289,893,454,3803,7,670,128,102950,2,10284,11000,120,192,4916,30258,9223,21750,273,17
Spain,Espanha,European Union,2007,3.6,4.4,71.7905,11.05,96,95,26.2,96,96,0.09,27219,45.23,0.6,0.5,9.1,1,0,80.9,248,24082,4883,338,0,554,436,21,1394,771,542,123230,11473,921,443,3849,13,723,72,105944,2,10305,11380,117,195,4528,30740,9149,21846,260,16
Spain,Espanha,European Union,2008,3.4,4.2,70.114,10.24,97,94,26.2,97,97,0.09,27026,45.95,0.6,0.5,9.2,1,0,81.2,240,24929,5044,346,0,539,450,25,1292,770,512,122024,11582,912,433,3872,15,771,70,108593,6,10236,11676,116,198,4054,30863,8970,21799,256,16
Spain,Espanha,European Union,2009,3.3,4,67.2055,9.99,96,90,26.2,96,96,0.09,25779,46.36,0.6,0.5,9.3,1,0,81.5,228,25615,5134,357,0,519,423,22,1143,739,484,119442,11408,864,430,3829,7,815,67,110520,6,9972,11888,112,202,3604,30756,8713,21501,245,15
Spain,Espanha,European Union,2010,3.1,3.8,64.95,8.94,97,92,26.2,97,97,0.09,25703,46.58,0.6,0.5,9.4,1,0,81.6,215,26240,5205,364,0,492,395,23,1078,717,458,117230,11205,832,427,3778,11,883,64,112037,1,9674,12081,110,209,3235,30650,8443,21188,239,15
Spain,Espanha,European Union,2011,3,3.7,63.491,8.74,97,91,26.1,97,97,0.09,25403,46.74,0.6,0.5,9.5,1,0,82.5,211,26919,5377,374,0,483,396,19,985,709,437,117880,11487,797,424,3802,16,945,60,114873,1,9601,12461,112,214,2979,31269,8313,21328,236,14
Spain,Espanha,European Union,2012,2.9,3.6,61.3175,8.6,96,90,26.1,96,97,0.09,24635,46.77,0.6,0.5,9.5,1,0,82.4,202,27264,5533,387,0,469,363,15,883,706,426,118870,11898,737,420,3858,13,1016,59,117023,0,9490,12857,112,225,2762,32142,8181,21451,260,14
Spain,Espanha,European Union,2013,2.8,3.5,59.454,8.55,95,91,26,96,96,0.09,24361,46.62,0.6,0.5,9.5,1,0,83.1,191,27315,5559,388,0,448,350,19,776,691,402,117509,11911,662,412,3848,11,1053,56,117532,0,9188,12932,111,233,2546,32019,7974,21266,229,14
Spain,Espanha,European Union,2014,2.8,3.4,57.9985,7.85,96,93,26,97,97,0.09,24772,46.48,0.6,0.5,9.7,1,0,83.2,187,27539,5673,406,0,444,348,15,703,687,391,118923,12347,666,409,3846,3,1103,55,118929,0,9188,13216,110,252,2479,32866,7921,21502,232,14
Spain,Espanha,European Union,2015,2.7,3.3,57.9025,10.35,97,94,26,97,97,0.09,25742,46.44,0.6,0.5,9.7,1,0,82.8,188,27989,5874,434,0,442,324,17,668,693,387,122974,13125,615,409,3857,6,1183,59,121607,0,9401,13757,109,273,2459,34511,8063,22158,239,14
Syrian Arab Republic,Síria,Middle East,2000,19.6,23,122.6915,0.93,79,80,26.9,86,84,0.13,1341,16.41,6.8,6.6,4.6,0,1,73.1,336,965,252,122,0,204,370,151,24,113,98,32287,1891,2615,51,343,0,217,25,6171,35,1251,1987,91,94,2060,2466,1462,1944,205,17
Syrian Arab Republic,Síria,Middle East,2001,18.9,22.1,121.421,0.95,80,83,27,83,82,0.13,1326,16.77,6.7,6.5,4.8,0,1,73.4,336,1011,266,122,0,210,393,139,24,130,96,32950,2105,2741,56,364,6,206,25,6364,1003,1262,1994,98,93,2156,2548,1499,1982,207,16
Syrian Arab Republic,Síria,Middle East,2002,18.2,21.4,120.151,0.9,80,84,27,86,84,0.13,1353,17.08,6.6,6.5,4.7,0,1,73.7,338,1334,377,116,0,197,356,79,22,134,86,38753,3028,2425,61,364,0,167,23,7910,60179,1497,2240,94,88,2094,2963,1886,2402,188,13
Syrian Arab Republic,Síria,Middle East,2003,17.7,20.7,118.895,0.86,81,83,27.1,85,83,0.13,1423,17.42,6.6,6.4,5.1,0,1,74,341,922,241,123,0,201,350,165,24,100,103,31953,1745,2544,47,324,5,231,26,6029,9,1264,2003,85,95,1970,2405,1451,1940,209,20
Syrian Arab Republic,Síria,Middle East,2004,17.2,20.1,117.639,0.61,82,82,27.2,84,81,0.13,1486,17.83,6.5,6.3,5.4,0,1,74.3,348,1110,308,129,0,215,430,116,24,150,99,35611,2685,2988,66,400,0,206,26,6991,193,1328,2066,105,100,2253,2843,1626,2118,212,13
Syrian Arab Republic,Síria,Middle East,2005,16.8,19.7,116.383,0.79,83,81,27.3,83,80,0.13,1532,18.36,6.5,6.3,5.8,0,1,74.4,426,864,239,157,0,242,352,199,22,90,118,32696,1846,3381,41,309,80,298,30,6075,100,1344,2163,90,125,2087,2449,1481,1993,238,32
Syrian Arab Republic,Síria,Middle East,2006,16.5,19.3,115.127,0.75,83,81,27.4,83,80,0.13,1550,19.06,6.4,6.3,6.2,0,1,74.4,542,816,229,178,0,268,358,246,20,82,137,33331,1942,4308,39,304,0,405,35,6104,10,1434,2326,97,146,2104,2450,1468,1977,269,58
Syrian Arab Republic,Síria,Middle East,2007,16.3,19.1,113.8705,0.74,83,81,27.5,83,80,0.13,1571,19.88,6.4,6.2,6.5,0,1,74.2,296,1394,395,106,0,170,294,71,19,132,84,40377,2760,1839,59,322,0,141,22,8054,75356,1594,2369,86,80,1891,3006,1896,2424,167,12
Syrian Arab Republic,Síria,Middle East,2008,16.2,18.9,128.9725,0.75,83,81,27.5,83,79,0.13,1579,20.66,6.4,6.2,6.3,0,1,73.6,453,834,229,164,1,254,358,210,21,84,125,32300,1854,3793,39,300,27,347,31,6010,20,1345,2205,93,133,2072,2408,1457,1965,233,42
Syrian Arab Republic,Síria,Middle East,2009,16.1,18.8,144.074,0.76,84,82,27.6,83,80,0.13,1629,21.21,6.4,6.2,6.6,0,1,72.9,314,1383,391,111,0,181,316,71,21,132,85,39821,2900,2107,60,338,0,151,23,8002,49731,1553,2316,90,83,1972,3001,1898,2423,176,12
Syrian Arab Republic,Síria,Middle East,2010,16.2,18.9,159.176,0.77,84,82,27.7,83,80,0.13,1701,21.36,6.4,6.1,6.3,0,1,72.1,353,1287,370,118,0,215,405,86,22,136,89,38157,3113,2723,62,398,0,182,23,7828,12918,1460,2195,99,90,2259,2957,1878,2391,201,13
Syrian Arab Republic,Síria,Middle East,2011,16.7,20.1,174.2775,0.6,66,71,27.8,60,72,0.13,1773,21.08,6.3,6.1,6.3,0,1,71.3,337,1163,325,121,0,213,439,104,24,153,94,35856,2848,2816,66,406,0,197,25,7250,32,1336,2068,101,93,2240,2920,1689,2178,207,13
Syrian Arab Republic,Síria,Middle East,2012,23.4,37,189.3795,0.21,43,53,27.9,47,45,0.13,1347,20.44,6.3,6.1,6.3,0,1,70.6,329,1059,284,121,0,205,411,125,24,142,96,33964,2308,2707,61,381,0,201,25,6570,499,1278,2001,101,92,2177,2655,1538,2019,205,14
Syrian Arab Republic,Síria,Middle East,2013,26.8,45.3,185.622,0.15,71,51,28,50,41,0.13,1037,19.58,6.3,6.1,6.3,0,1,70,275,1370,385,100,0,158,281,65,17,131,83,40295,2573,1616,59,311,13,131,22,8046,60942,1610,2382,81,74,1824,2966,1876,2399,185,12
Syrian Arab Republic,Síria,Middle East,2014,27.7,47,181.864,0.19,47,49,28.1,52,43,0.13,973,18.71,6.3,6.1,5.6,0,1,69.8,346,1231,351,113,0,221,453,91,23,121,93,36958,3015,2751,62,415,0,190,24,7625,10,1400,2103,97,86,2294,2882,1853,2352,204,13
Syrian Arab Republic,Síria,Middle East,2015,25.6,41.6,178.1065,0.23,41,47,28.2,50,41,0.13,979,18,6.3,6.1,5.1,0,1,69.9,352,887,235,130,0,209,345,179,24,92,106,31497,1678,2673,43,307,0,251,27,5937,80,1269,2026,82,101,1941,2366,1440,1932,214,22
Tanzania,Tanzânia,Africa,2000,78.9,129.7,449.9005,5.96,92,64,22.1,64,79,4.43,568,33.5,8.3,8.3,4.2,0,1,50.8,4863,1802,394,11605,39213,986,2097,3521,122393,63,22348,33015,42288,36162,200,2169,37,26219,191,17608,37,4715,3510,800,11196,4238,4887,6913,10963,861,680
Tanzania,Tanzânia,Africa,2001,74.4,121.9,448.1755,6.25,93,64,22.2,65,87,4.25,587,34.39,8.2,8.1,4.3,0,1,51.4,5250,1851,398,10873,39868,1032,2162,3476,124346,64,22032,33281,40942,36560,202,2165,18,25270,192,17705,161,4841,3528,804,10500,4255,4935,7219,11389,873,671
Tanzania,Tanzânia,Africa,2002,69.9,114,446.4505,5.14,89,64,22.2,91,89,4.03,611,35.33,8,8,4.3,0,1,52.1,5323,1937,411,10554,38046,1131,2256,3532,125259,67,21687,33954,40680,37014,207,2170,11,24901,195,18179,164,4958,3613,829,10206,4334,5014,7326,11630,909,652
Tanzania,Tanzânia,Africa,2003,65.6,106.5,429.3055,3.45,95,64,22.3,97,95,3.79,634,36.34,7.9,7.9,4.4,0,1,52.9,5596,2023,426,10550,34476,1167,2386,3719,125363,71,21486,34877,40869,37558,214,2207,0,24089,201,18929,3,5135,3738,872,10218,4499,5150,7565,12054,966,650
Tanzania,Tanzânia,Africa,2004,61.9,99.9,412.161,5.69,95,64,22.4,95,95,3.61,663,37.38,7.8,7.8,4.5,0,1,53.6,5699,2106,441,10350,29536,1231,2483,3930,124863,75,21337,35743,40373,38058,222,2224,10,23464,206,19563,11,5301,3855,898,10030,4597,5270,7771,12399,998,645
Tanzania,Tanzânia,Africa,2005,58.5,93.9,395.016,5.74,90,64,22.5,91,90,3.41,692,38.45,7.7,7.6,4.8,0,1,54.3,5769,2189,459,10171,26847,1227,2560,4127,123268,79,21264,36560,39109,38643,229,2280,3,21959,209,20126,9,5466,3975,911,9867,4633,5374,7945,12663,1014,645
Tanzania,Tanzânia,Africa,2006,55.8,88.8,377.871,6.09,90,64,22.5,91,90,3.27,717,39.55,7.6,7.5,4.8,0,1,55.1,5985,2271,478,9738,22804,1352,2641,4361,117194,84,21418,38034,39133,39374,236,2329,0,21347,215,20796,2,5642,4116,945,9444,4768,5508,8046,12910,1056,654
Tanzania,Tanzânia,Africa,2007,52.9,83.8,360.726,6.89,83,64,22.6,88,83,2.99,745,40.68,7.5,7.4,4.9,0,1,55.9,6209,2351,497,9725,18263,1322,2722,4614,104354,92,21401,39458,38894,40325,243,2384,0,21006,220,21499,6,5823,4255,965,9436,4879,5624,8136,13111,1082,659
Tanzania,Tanzânia,Africa,2008,51,79.6,345.9945,4.96,86,64,22.7,89,86,2.76,765,41.85,7.3,7.3,5,0,1,56.8,6059,2433,520,9326,16863,1294,2765,4854,93044,103,21217,40850,37965,40904,252,2435,73,20519,222,22081,7,5994,4387,963,9043,4927,5709,8166,13164,1078,658
Tanzania,Tanzânia,Africa,2009,48.7,75.4,331.2625,6.26,85,64,22.7,88,85,2.59,782,43.07,7.2,7.2,5,0,1,57.7,5567,2509,540,9467,19367,1392,2863,5066,87009,113,21202,42226,38366,41571,259,2487,29,20043,229,22809,2,6165,4549,994,9183,5060,5829,8161,13213,1137,664
Tanzania,Tanzânia,Africa,2010,47.1,71.9,316.531,6.95,91,64,22.8,94,91,2.48,808,44.35,7.1,7.1,5.1,0,1,58.6,5520,2609,560,9204,20550,1376,2905,5257,80830,122,20785,43070,37839,41802,265,2524,9,19145,229,23445,21,6330,4690,1000,8923,5118,5914,8107,13138,1138,663
Tanzania,Tanzânia,Africa,2011,45.5,68.4,301.7985,7.09,90,64,22.9,88,90,2.4,845,45.67,7,6.9,5.1,0,1,59.5,5497,2713,580,9030,17850,1413,2939,5429,75933,128,20555,44227,37553,41898,272,2571,37,18325,231,24223,19,6532,4859,1010,8750,5190,6027,7968,13098,1155,662
Tanzania,Tanzânia,Africa,2012,44,65.3,287.067,6.22,92,64,22.9,90,92,2.32,857,47.05,6.9,6.8,5.5,0,1,60.5,5586,2822,603,9090,15044,1421,3030,5597,66230,136,20704,45729,38053,41992,282,2646,10,18051,236,25212,30,6782,5043,1042,8807,5335,6207,7929,13224,1201,665
Tanzania,Tanzânia,Africa,2013,43,62.7,271.267,6.71,91,64,23,91,91,2.19,888,48.48,6.8,6.7,5.5,0,1,61.4,4191,2934,624,8928,14613,1454,3112,5672,53911,144,21060,47104,37349,42169,291,2729,0,17587,241,26098,36,7023,5243,1054,8644,5447,6353,7904,13334,1220,668
Tanzania,Tanzânia,Africa,2014,41.9,59.9,255.4665,7.43,97,64,23.1,97,97,2.12,920,49.96,6.8,6.6,5.6,0,1,62.3,3997,3023,637,8189,15040,1339,3136,5632,45772,150,21350,47929,35769,41784,298,2775,31,17125,241,26515,27,7169,5357,1014,7913,5367,6384,7825,13279,1168,655
Tanzania,Tanzânia,Africa,2015,40.9,58.1,239.667,7.86,98,64,23.1,96,98,2.01,948,51.48,6.7,6.5,5.8,0,1,63.1,4099,3119,653,8390,16496,1432,3262,5487,40967,155,21979,49040,36727,41530,307,2836,59,17702,250,27361,30,7369,5545,1048,8113,5521,6538,7856,13501,1223,662
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2000,24.7,27.9,193.695,4.81,83,77,25.9,90,90,0.4,10669,1.27,6.7,7.2,9.2,0,1,69.4,14,239,54,24,0,53,506,12,254,8,23,3356,252,192,29,189,2,25,1,1621,0,1430,430,2,23,263,221,171,428,23,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2001,24.5,27.7,191.866,4.7,86,80,26,91,91,0.4,11074,1.27,6.6,7.1,9.3,0,1,69.7,13,253,54,23,0,46,467,13,229,9,21,3205,231,178,30,167,5,24,1,1629,0,1341,476,2,22,229,219,158,387,21,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2002,24.3,27.4,190.037,5.25,88,77,26.1,96,96,0.4,11901,1.28,6.5,7,9.4,0,1,69.9,11,289,60,22,0,39,349,8,231,9,19,3369,236,154,30,154,0,23,1,1745,0,1473,540,2,21,197,232,163,398,20,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2003,23.9,27,188.848,5.44,76,73,26.2,91,91,0.4,13552,1.28,6.4,6.9,9.5,0,1,70.2,11,267,54,19,0,38,381,8,236,7,19,3066,215,163,29,149,2,22,1,1622,0,1304,506,2,18,196,215,152,364,19,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2004,23.5,26.4,187.6595,5.52,94,78,26.4,94,94,0.4,14556,1.29,6.3,6.8,9.8,0,1,70.4,14,222,49,26,0,51,396,13,302,7,24,3258,248,210,26,167,0,26,1,1484,0,1349,370,2,25,243,203,156,402,23,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2005,23,25.9,186.471,5.75,95,84,26.5,95,95,0.4,15383,1.3,6.3,6.7,10,0,1,70.7,13,259,54,20,0,43,398,9,223,8,20,3128,221,170,31,159,1,23,1,1635,0,1320,494,2,19,213,218,154,374,20,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2006,22.4,25.2,185.282,6.05,89,78,26.6,89,92,0.4,17334,1.3,6.2,6.6,9.9,0,1,71,17,208,48,31,0,56,300,12,329,7,24,3428,266,238,22,176,4,29,1,1465,0,1370,356,2,29,242,211,160,407,24,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2007,21.7,24.4,184.093,6.03,89,87,26.7,90,88,0.4,18076,1.31,6.1,6.5,10.5,0,1,71.2,26,180,42,35,0,58,148,12,532,3,27,3519,259,281,13,179,0,34,1,1339,0,1270,300,3,32,209,206,142,361,23,2
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2008,21.2,23.8,181.7705,5.99,90,81,26.8,91,90,0.4,18604,1.31,6.1,6.4,10.7,0,1,71.5,11,298,62,23,0,38,339,8,227,9,19,3493,243,148,30,154,0,24,1,1798,0,1547,558,2,22,192,240,168,411,20,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2009,20.7,23.2,179.4475,5.93,90,80,26.9,90,90,0.4,17700,1.32,6,6.4,10.7,0,1,71.7,14,245,53,24,0,48,493,10,244,8,22,3226,240,186,30,175,0,25,1,1603,0,1363,437,2,22,244,214,161,400,22,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2010,20.1,22.5,177.125,5.79,90,82,27,91,90,0.4,18189,1.33,5.9,6.3,10.7,0,1,71.9,23,188,44,34,0,59,182,10,522,4,23,3528,254,275,15,182,0,34,1,1367,0,1300,320,3,32,223,208,151,378,25,2
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2011,19.5,21.8,174.802,5.79,90,83,27.1,91,90,0.4,18026,1.34,5.9,6.2,10.8,0,1,72.2,20,194,45,33,0,55,194,8,486,5,23,3445,259,265,18,175,0,33,1,1370,0,1289,322,2,31,225,207,151,380,24,2
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2012,18.9,21.2,172.479,5.89,92,85,27.2,91,92,0.4,18151,1.34,5.9,6.1,10.8,0,1,72.4,11,279,57,21,0,39,360,8,234,8,19,3235,228,160,30,154,0,23,1,1684,0,1393,519,2,20,199,224,157,383,20,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2013,18.4,20.6,171.224,5.85,92,86,27.3,94,92,0.4,18441,1.35,5.8,6,10.8,0,1,72.6,16,215,49,28,0,53,384,10,319,7,24,3356,259,224,24,172,2,28,1,1477,0,1373,362,2,27,245,208,161,413,22,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2014,17.8,19.9,169.9695,5.9,92,93,27.4,94,92,0.4,18167,1.36,5.8,6,10.8,0,1,72.8,14,230,51,25,0,52,431,10,260,8,22,3237,246,197,28,172,0,25,1,1534,0,1368,389,2,24,249,206,159,406,23,1
Trinidad and Tobago,Trinidad e Tobago,Central America and Caribbean,2015,17.3,19.3,168.7145,5.97,90,79,27.5,88,96,0.4,18384,1.37,5.7,5.9,10.8,0,1,72.9,19,201,48,32,0,55,257,10,418,6,24,3529,271,255,20,173,2,32,1,1437,0,1373,348,2,31,237,215,157,397,24,2
Turkiye,Turquia,Middle East,2000,30.9,37.9,145.7185,1.66,71,65,26.7,85,85,0.08,6544,63.24,5.3,5.2,5.5,0,1,70,897,11888,2064,523,5,737,1873,429,121,139,1432,124142,8878,17256,168,2465,26,1340,60,61799,400,14855,11949,396,411,5818,22479,5875,10886,437,392
Turkiye,Turquia,Middle East,2001,29,35.3,141.1915,1.6,77,65,26.8,88,88,0.08,6076,64.19,5.2,5.1,5.6,0,1,70.6,473,13871,2646,572,0,572,1672,276,78,143,1192,140369,8261,12683,163,2214,0,1082,54,72652,474,17665,13257,335,437,5720,26705,6133,11771,412,225
Turkiye,Turquia,Middle East,2002,27.1,32.7,136.6645,1.59,72,65,26.9,78,78,0.08,6373,65.15,5.2,5,5.7,0,1,71.1,386,17371,3488,1007,0,766,1598,325,198,298,935,167148,13117,9092,220,2423,18,763,45,96409,1549,18263,17206,468,673,7911,32185,6762,13028,423,130
Turkiye,Turquia,Middle East,2003,25.3,30.4,133.9695,1.53,68,65,26.9,69,68,0.08,6644,66.09,5.1,5,5.8,0,1,71.6,397,16855,3467,959,0,752,1644,315,189,269,959,166683,12193,9480,207,2417,4,786,47,95217,1120,18494,16884,460,660,7815,32318,6688,12908,428,135
Turkiye,Turquia,Middle East,2004,23.6,28.2,131.274,1.48,77,65,27,85,85,0.08,7195,67.01,5.1,4.9,5.9,0,1,72,1353,10337,1758,632,8,1131,2440,853,68,135,2384,122045,14423,23475,170,2822,21,2267,84,56040,104,13952,11828,574,522,6678,18871,5557,9869,502,1221
Turkiye,Turquia,Middle East,2005,22,26.2,128.5785,1.39,85,65,27.1,90,90,0.08,7739,67.9,5,4.9,6,0,1,72.4,452,15007,3017,627,0,586,1661,257,112,151,1134,151565,8839,11290,172,2291,64,889,55,83964,218,19583,14439,344,476,6525,29141,6325,11987,410,186
